feature,mean_ref,mean_my_w,std_ref,std_my_w,smd,ks,js_div
season,2016.6123315914826,2021.1268073314964,1.7116870728694131,2.0351824705136123,-2.400800640736025,0.8638270534691477,0.4712248457823783
